,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,AGE_CLIENT,YEARS_EMPLOYED,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,ANNUITY_INCOME%,PAYMENT_RATE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE
288567,434304,Cash loans,F,63.0,1000.67,2.0,N,Y,83250.0,229500.0,23643.0,229500.0,0.284,0.10301960784313725,Pensioner,Secondary / secondary special,Married,House / apartment
306109,454661,Cash loans,F,51.0,3.68,2.0,N,Y,135000.0,454500.0,16825.5,454500.0,0.12463333333333333,0.03701980198019802,Working,Secondary / secondary special,Married,House / apartment
43573,150440,Cash loans,F,56.0,1000.67,2.0,N,Y,270000.0,1293502.5,35698.5,1129500.0,0.13221666666666668,0.027598323157473605,Pensioner,Secondary / secondary special,Married,House / apartment
80510,193333,Cash loans,M,46.0,22.56,3.0,Y,Y,315000.0,1113840.0,57001.5,900000.0,0.18095714285714284,0.051175662572721395,State servant,Incomplete higher,Married,House / apartment
194273,325265,Cash loans,M,33.0,5.84,3.0,Y,Y,360000.0,1971072.0,61888.5,1800000.0,0.1719125,0.031398396405610755,Working,Higher education,Married,House / apartment
112399,230384,Cash loans,M,51.0,1.32,1.0,Y,N,180000.0,568800.0,16429.5,450000.0,0.091275,0.028884493670886077,Commercial associate,Higher education,Separated,House / apartment
218992,353699,Cash loans,M,48.0,1000.67,2.0,N,Y,90000.0,245268.0,19507.5,202500.0,0.21675,0.07953544693967415,Pensioner,Secondary / secondary special,Married,House / apartment
24149,128086,Cash loans,M,38.0,9.01,1.0,N,Y,157500.0,715095.0,49900.5,675000.0,0.3168285714285714,0.06978163740482034,Commercial associate,Incomplete higher,Single / not married,House / apartment
18054,121056,Cash loans,F,24.0,2.44,2.0,N,N,135000.0,310671.0,14611.5,256500.0,0.10823333333333333,0.04703206929517077,Working,Higher education,Civil marriage,Rented apartment
133275,254570,Cash loans,M,45.0,6.57,1.0,N,Y,180000.0,543037.5,43033.5,463500.0,0.239075,0.07924590843173814,Working,Secondary / secondary special,Single / not married,House / apartment
90059,204560,Cash loans,F,59.0,1000.67,1.0,N,Y,337500.0,1256400.0,36864.0,900000.0,0.10922666666666667,0.029340974212034385,Pensioner,Secondary / secondary special,Separated,House / apartment
877,101007,Cash loans,F,41.0,1.87,1.0,Y,N,202500.0,728460.0,40675.5,675000.0,0.20086666666666667,0.05583765752409192,Working,Higher education,Separated,House / apartment
146148,269453,Cash loans,M,29.0,0.86,3.0,Y,N,157500.0,495000.0,14314.5,495000.0,0.09088571428571429,0.02891818181818182,Working,Higher education,Married,House / apartment
267978,410506,Revolving loans,F,54.0,5.98,2.0,N,Y,99000.0,450000.0,22500.0,450000.0,0.22727272727272727,0.05,Working,Secondary / secondary special,Married,House / apartment
304153,452392,Cash loans,F,60.0,1000.67,1.0,N,Y,202500.0,1546020.0,42511.5,1350000.0,0.20993333333333333,0.027497380370241006,Pensioner,Secondary / secondary special,Widow,House / apartment
135223,256839,Cash loans,M,40.0,8.63,4.0,Y,Y,270000.0,225000.0,24363.0,225000.0,0.09023333333333333,0.10828,Working,Secondary / secondary special,Married,House / apartment
22821,126558,Cash loans,F,51.0,7.59,2.0,N,Y,45000.0,137538.0,10863.0,121500.0,0.2414,0.07898180866378746,Working,Secondary / secondary special,Married,House / apartment
55470,164275,Revolving loans,F,30.0,2.47,3.0,N,Y,90000.0,270000.0,13500.0,270000.0,0.15,0.05,Working,Secondary / secondary special,Married,House / apartment
225786,361519,Cash loans,F,49.0,3.41,1.0,N,N,499500.0,938304.0,33700.5,810000.0,0.06746846846846846,0.03591639809699202,Commercial associate,Secondary / secondary special,Separated,House / apartment
186304,315978,Cash loans,M,32.0,6.62,1.0,Y,Y,450000.0,1249740.0,66712.5,1125000.0,0.14825,0.05338110326948005,Commercial associate,Higher education,Single / not married,House / apartment
261390,402549,Cash loans,M,43.0,4.91,2.0,Y,Y,225000.0,178290.0,18850.5,157500.0,0.08378,0.10572942958101969,Working,Secondary / secondary special,Married,House / apartment
169769,296755,Cash loans,F,61.0,1000.67,1.0,Y,N,225000.0,576000.0,18711.0,576000.0,0.08316,0.032484375,Pensioner,Secondary / secondary special,Single / not married,House / apartment
35789,141452,Cash loans,F,42.0,0.71,2.0,Y,N,112500.0,1078200.0,28570.5,900000.0,0.25396,0.026498330550918197,Commercial associate,Higher education,Married,House / apartment
14176,116528,Cash loans,F,52.0,8.95,2.0,N,Y,90000.0,1076247.0,45729.0,990000.0,0.5081,0.042489317043392455,Working,Secondary / secondary special,Married,House / apartment
287801,433386,Cash loans,F,33.0,9.86,2.0,N,Y,202500.0,729792.0,23044.5,630000.0,0.1138,0.03157680544593528,Commercial associate,Higher education,Married,House / apartment
143693,266615,Cash loans,F,63.0,1000.67,2.0,N,Y,202500.0,457834.5,22396.5,378000.0,0.1106,0.04891833184261998,Pensioner,Secondary / secondary special,Married,House / apartment
275086,418819,Cash loans,F,24.0,1.52,2.0,N,Y,112500.0,199080.0,13302.0,157500.0,0.11824,0.06681735985533453,Working,Secondary / secondary special,Civil marriage,House / apartment
60335,169951,Cash loans,F,33.0,9.85,5.0,N,Y,157500.0,284400.0,10345.5,225000.0,0.06568571428571429,0.036376582278481014,Working,Secondary / secondary special,Civil marriage,House / apartment
162949,288905,Revolving loans,F,60.0,1000.67,2.0,N,Y,135000.0,360000.0,18000.0,360000.0,0.13333333333333333,0.05,Pensioner,Secondary / secondary special,Married,House / apartment
40631,147055,Cash loans,M,33.0,7.21,3.0,N,Y,157500.0,379008.0,40347.0,360000.0,0.25617142857142855,0.10645421732522796,State servant,Secondary / secondary special,Married,House / apartment
214013,347993,Cash loans,F,57.0,1.38,2.0,N,N,135000.0,95940.0,9099.0,90000.0,0.0674,0.0948405253283302,Commercial associate,Secondary / secondary special,Married,House / apartment
307170,455873,Cash loans,M,40.0,4.53,4.0,Y,Y,315000.0,1071909.0,31473.0,936000.0,0.09991428571428572,0.029361634243205346,Working,Secondary / secondary special,Married,House / apartment
263950,405618,Cash loans,F,39.0,7.54,4.0,Y,Y,180000.0,904500.0,32485.5,904500.0,0.180475,0.03591542288557214,Commercial associate,Secondary / secondary special,Married,House / apartment
152439,276684,Cash loans,M,26.0,6.76,2.0,Y,N,360000.0,485640.0,41674.5,450000.0,0.1157625,0.08581356560415122,Commercial associate,Incomplete higher,Married,House / apartment
64881,175236,Cash loans,M,25.0,1.49,1.0,Y,N,225000.0,576072.0,18216.0,405000.0,0.08096,0.031621047369078864,Working,Higher education,Single / not married,With parents
152020,276204,Cash loans,F,39.0,12.18,2.0,N,N,135000.0,398016.0,26725.5,360000.0,0.19796666666666668,0.0671467981186686,Working,Higher education,Married,House / apartment
16649,119421,Cash loans,F,24.0,4.25,2.0,N,Y,135000.0,178290.0,16798.5,157500.0,0.12443333333333334,0.0942200908632004,Commercial associate,Higher education,Civil marriage,House / apartment
233640,370624,Cash loans,F,36.0,4.29,4.0,N,Y,180000.0,1108089.0,43254.0,841500.0,0.2403,0.03903477067275282,Working,Higher education,Married,House / apartment
234664,371832,Revolving loans,F,31.0,7.63,2.0,N,Y,247500.0,225000.0,11250.0,225000.0,0.045454545454545456,0.05,Working,Secondary / secondary special,Single / not married,With parents
218424,353062,Cash loans,M,36.0,1.05,1.0,Y,Y,157500.0,261648.0,20799.0,207000.0,0.13205714285714285,0.07949229499174464,Working,Secondary / secondary special,Single / not married,House / apartment
108198,225513,Cash loans,F,42.0,23.04,3.0,N,N,126000.0,463284.0,24115.5,382500.0,0.19139285714285714,0.05205338410132877,Working,Secondary / secondary special,Married,House / apartment
55340,164120,Revolving loans,F,25.0,1.25,1.0,N,N,90000.0,180000.0,9000.0,180000.0,0.1,0.05,Working,Higher education,Single / not married,House / apartment
27306,131732,Revolving loans,F,50.0,21.5,1.0,N,Y,180000.0,202500.0,10125.0,202500.0,0.05625,0.05,Working,Higher education,Separated,House / apartment
69075,180113,Cash loans,M,48.0,5.21,2.0,Y,Y,180000.0,1256400.0,40657.5,900000.0,0.225875,0.03236031518624642,Working,Secondary / secondary special,Married,House / apartment
124224,244059,Cash loans,F,56.0,1000.67,2.0,N,N,90000.0,450000.0,16164.0,450000.0,0.1796,0.03592,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
288905,434699,Cash loans,M,29.0,3.72,1.0,Y,N,157500.0,473760.0,56353.5,450000.0,0.3578,0.11894946808510638,Working,Secondary / secondary special,Single / not married,House / apartment
169466,296414,Cash loans,F,29.0,9.19,3.0,N,Y,112500.0,276277.5,14985.0,238500.0,0.1332,0.05423894453945761,Commercial associate,Secondary / secondary special,Civil marriage,Office apartment
259364,400162,Cash loans,F,44.0,6.3,3.0,N,Y,180000.0,440784.0,29587.5,360000.0,0.164375,0.06712471414570402,Working,Incomplete higher,Married,House / apartment
164591,290796,Cash loans,F,24.0,4.5,1.0,N,N,112500.0,284400.0,18643.5,225000.0,0.16572,0.06555379746835444,Working,Secondary / secondary special,Single / not married,With parents
245403,384012,Cash loans,M,67.0,1000.67,1.0,N,N,99000.0,338314.5,17185.5,306000.0,0.1735909090909091,0.050797408919806865,Pensioner,Secondary / secondary special,Separated,House / apartment
274619,418291,Revolving loans,F,30.0,3.03,3.0,Y,Y,112500.0,202500.0,10125.0,202500.0,0.09,0.05,Working,Secondary / secondary special,Married,House / apartment
197328,328789,Cash loans,M,28.0,3.55,2.0,N,N,162000.0,900000.0,35028.0,900000.0,0.21622222222222223,0.03892,Commercial associate,Higher education,Married,House / apartment
142843,265625,Cash loans,F,33.0,9.27,1.0,N,N,69750.0,544491.0,17694.0,454500.0,0.25367741935483873,0.03249640489925453,Working,Secondary / secondary special,Single / not married,House / apartment
65483,175941,Cash loans,M,38.0,7.9,2.0,Y,Y,112500.0,152820.0,15241.5,135000.0,0.13548,0.09973498233215548,Commercial associate,Higher education,Married,House / apartment
256721,397073,Cash loans,F,47.0,23.82,2.0,Y,Y,306000.0,495000.0,21933.0,495000.0,0.0716764705882353,0.04430909090909091,Working,Secondary / secondary special,Married,House / apartment
13207,115390,Cash loans,F,46.0,3.04,2.0,Y,Y,90000.0,553806.0,23593.5,495000.0,0.26215,0.0426024636786167,Working,Secondary / secondary special,Civil marriage,House / apartment
11066,112892,Cash loans,F,31.0,2.81,2.0,N,Y,135000.0,528633.0,25560.0,472500.0,0.18933333333333333,0.048351124504145596,Working,Higher education,Married,House / apartment
269296,412085,Revolving loans,F,41.0,8.21,2.0,N,Y,77850.0,247500.0,12375.0,247500.0,0.15895953757225434,0.05,Working,Secondary / secondary special,Single / not married,House / apartment
36649,142450,Revolving loans,F,38.0,14.35,3.0,N,Y,121500.0,360000.0,18000.0,360000.0,0.14814814814814814,0.05,Commercial associate,Higher education,Married,House / apartment
167375,294030,Cash loans,M,37.0,4.89,1.0,Y,N,270000.0,473161.5,43528.5,405000.0,0.16121666666666667,0.09199501650070853,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
93170,208190,Cash loans,F,37.0,10.84,2.0,N,N,90000.0,96696.0,7137.0,76500.0,0.0793,0.07380863737900223,Working,Higher education,Single / not married,House / apartment
73515,185248,Cash loans,F,69.0,1000.67,2.0,N,N,45000.0,129519.0,12298.5,121500.0,0.2733,0.09495518032103398,Pensioner,Higher education,Married,House / apartment
68005,178863,Revolving loans,M,28.0,5.41,1.0,Y,Y,202500.0,270000.0,13500.0,270000.0,0.06666666666666667,0.05,State servant,Secondary / secondary special,Single / not married,House / apartment
223996,359441,Revolving loans,F,31.0,5.34,2.0,Y,N,225000.0,585000.0,29250.0,585000.0,0.13,0.05,Commercial associate,Higher education,Single / not married,House / apartment
194340,325348,Cash loans,M,29.0,1.67,2.0,N,Y,135000.0,307152.0,24394.5,243000.0,0.1807,0.07942158931082982,Commercial associate,Secondary / secondary special,Married,House / apartment
273182,416662,Cash loans,F,55.0,4.45,1.0,Y,Y,175500.0,859212.0,36117.0,652500.0,0.2057948717948718,0.04203502744375079,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
301344,449111,Cash loans,M,42.0,1.62,4.0,N,Y,135000.0,550980.0,40221.0,450000.0,0.29793333333333333,0.07299901992812806,Commercial associate,Incomplete higher,Married,House / apartment
103112,219687,Revolving loans,M,46.0,3.29,2.0,N,Y,157500.0,405000.0,20250.0,405000.0,0.12857142857142856,0.05,Commercial associate,Secondary / secondary special,Married,Municipal apartment
79603,192278,Cash loans,F,66.0,1000.67,2.0,N,Y,90000.0,263686.5,15268.5,238500.0,0.16965,0.05790398825878458,Pensioner,Secondary / secondary special,Married,House / apartment
135084,256670,Revolving loans,F,51.0,29.56,2.0,N,Y,54000.0,180000.0,9000.0,180000.0,0.16666666666666666,0.05,Working,Secondary / secondary special,Married,House / apartment
43568,150435,Cash loans,M,59.0,11.11,2.0,N,N,427500.0,1575000.0,54747.0,1575000.0,0.12806315789473685,0.03476,Commercial associate,Higher education,Married,House / apartment
46656,154042,Revolving loans,F,26.0,2.58,1.0,N,Y,112500.0,180000.0,9000.0,180000.0,0.08,0.05,Working,Secondary / secondary special,Single / not married,Rented apartment
5600,106555,Cash loans,F,41.0,3.67,1.0,N,Y,135000.0,509922.0,32719.5,472500.0,0.24236666666666667,0.06416569592996577,Working,Higher education,Separated,House / apartment
297448,444606,Cash loans,M,40.0,7.07,2.0,Y,Y,450000.0,552555.0,43785.0,477000.0,0.0973,0.07924098053587425,Commercial associate,Secondary / secondary special,Married,House / apartment
287742,433307,Cash loans,F,30.0,11.01,2.0,N,N,157500.0,1078200.0,29650.5,900000.0,0.18825714285714285,0.0275,Working,Higher education,Married,House / apartment
212557,346317,Cash loans,F,47.0,1.48,2.0,N,Y,72000.0,309420.0,15178.5,202500.0,0.2108125,0.04905468295520651,Working,Secondary / secondary special,Civil marriage,House / apartment
18584,121678,Cash loans,M,32.0,0.52,2.0,Y,Y,225000.0,900000.0,40801.5,900000.0,0.18134,0.045335,Working,Higher education,Married,Office apartment
208336,341483,Cash loans,M,53.0,1.07,1.0,N,N,126000.0,544068.0,25492.5,382500.0,0.20232142857142857,0.046855356315754645,Working,Secondary / secondary special,Single / not married,With parents
191414,321946,Cash loans,M,37.0,0.65,4.0,Y,Y,121500.0,450000.0,22018.5,450000.0,0.18122222222222223,0.04893,Working,Secondary / secondary special,Married,House / apartment
248873,387911,Cash loans,F,67.0,1000.67,1.0,N,N,90000.0,225000.0,12564.0,225000.0,0.1396,0.05584,Pensioner,Secondary / secondary special,Widow,Municipal apartment
239147,376987,Cash loans,F,33.0,0.36,3.0,Y,Y,112500.0,1078200.0,38331.0,900000.0,0.34072,0.03555091819699499,Working,Higher education,Civil marriage,House / apartment
36004,141706,Cash loans,F,37.0,6.1,5.0,N,N,135000.0,269550.0,14112.0,225000.0,0.10453333333333334,0.05235392320534224,Commercial associate,Secondary / secondary special,Married,House / apartment
241667,379826,Cash loans,F,29.0,4.12,3.0,N,Y,121500.0,325908.0,16767.0,247500.0,0.138,0.05144703413233182,Working,Secondary / secondary special,Married,House / apartment
222197,357396,Cash loans,F,38.0,5.2,3.0,N,Y,121500.0,272520.0,21658.5,225000.0,0.17825925925925926,0.07947490092470277,Working,Lower secondary,Single / not married,House / apartment
17854,120818,Cash loans,M,48.0,7.24,2.0,N,N,135000.0,450000.0,16294.5,450000.0,0.1207,0.03621,Commercial associate,Secondary / secondary special,Married,House / apartment
243417,381814,Cash loans,F,48.0,16.08,3.0,N,N,189000.0,1305909.0,43159.5,1170000.0,0.22835714285714287,0.033049393181301304,Commercial associate,Higher education,Married,House / apartment
200187,332066,Cash loans,M,37.0,2.32,3.0,N,N,90000.0,1350000.0,39474.0,1350000.0,0.4386,0.02924,Working,Secondary / secondary special,Married,House / apartment
80723,193593,Cash loans,F,63.0,1000.67,2.0,N,Y,112500.0,500211.0,27931.5,463500.0,0.24828,0.055839435758110074,Pensioner,Secondary / secondary special,Married,House / apartment
121072,240370,Cash loans,F,47.0,3.03,3.0,N,Y,157500.0,440784.0,34825.5,360000.0,0.2211142857142857,0.07900808559294348,Working,Secondary / secondary special,Married,House / apartment
190970,321432,Cash loans,M,56.0,1000.67,2.0,Y,Y,180000.0,339241.5,12919.5,238500.0,0.071775,0.03808348919574993,Pensioner,Secondary / secondary special,Married,House / apartment
187207,317021,Cash loans,M,44.0,8.94,3.0,N,N,225000.0,497520.0,32521.5,450000.0,0.14454,0.06536722141823444,Working,Secondary / secondary special,Married,With parents
166431,292948,Cash loans,F,39.0,13.36,3.0,N,N,270000.0,367389.0,18886.5,279000.0,0.06995,0.05140736385683839,Working,Higher education,Married,House / apartment
216362,350696,Cash loans,M,30.0,0.65,1.0,N,Y,225000.0,679500.0,32818.5,679500.0,0.14586,0.04829801324503311,Commercial associate,Higher education,Single / not married,House / apartment
252323,391955,Cash loans,F,55.0,4.41,2.0,N,N,202500.0,677664.0,22153.5,585000.0,0.1094,0.032690979600509984,Commercial associate,Secondary / secondary special,Married,House / apartment
33862,139238,Cash loans,F,49.0,17.32,2.0,N,Y,112500.0,675000.0,20668.5,675000.0,0.18372,0.03062,Working,Secondary / secondary special,Married,House / apartment
211088,344619,Cash loans,F,55.0,1000.67,2.0,N,Y,67500.0,539100.0,27693.0,450000.0,0.41026666666666667,0.051368948247078466,Pensioner,Secondary / secondary special,Married,House / apartment
296215,443180,Cash loans,F,29.0,2.56,2.0,N,N,225000.0,288000.0,24849.0,288000.0,0.11044,0.08628125,Working,Secondary / secondary special,Civil marriage,House / apartment
236357,373763,Cash loans,F,61.0,1000.67,1.0,N,Y,202500.0,468000.0,24700.5,468000.0,0.12197777777777778,0.052778846153846155,Pensioner,Secondary / secondary special,Single / not married,House / apartment
126404,246593,Cash loans,F,29.0,4.05,2.0,N,Y,135000.0,1125000.0,44748.0,1125000.0,0.3314666666666667,0.039776,Working,Higher education,Married,House / apartment
305601,454065,Cash loans,F,28.0,0.7,2.0,N,N,135000.0,324000.0,12213.0,324000.0,0.09046666666666667,0.03769444444444445,Working,Higher education,Married,House / apartment
117762,236548,Cash loans,F,52.0,20.98,1.0,N,Y,225000.0,1741972.5,51061.5,1557000.0,0.22694,0.029312460443548908,State servant,Higher education,Separated,House / apartment
14830,117311,Cash loans,F,34.0,11.39,4.0,N,Y,76500.0,247275.0,17586.0,225000.0,0.22988235294117648,0.07111919927206552,Working,Secondary / secondary special,Separated,House / apartment
216214,350520,Cash loans,F,56.0,37.12,1.0,N,Y,261000.0,991818.0,42151.5,886500.0,0.1615,0.0424992286891345,Commercial associate,Secondary / secondary special,Widow,House / apartment
221608,356710,Cash loans,M,30.0,6.98,1.0,N,N,112500.0,640080.0,29970.0,450000.0,0.2664,0.046822272215973,Working,Secondary / secondary special,Single / not married,House / apartment
225966,361731,Cash loans,F,59.0,1000.67,2.0,N,N,180000.0,558841.5,22162.5,499500.0,0.123125,0.039657935210609806,Pensioner,Secondary / secondary special,Married,House / apartment
93214,208243,Cash loans,F,31.0,9.32,2.0,N,Y,90000.0,225000.0,14778.0,225000.0,0.1642,0.06568,Working,Secondary / secondary special,Married,House / apartment
288319,434005,Cash loans,F,39.0,5.04,2.0,N,Y,90000.0,76410.0,7555.5,67500.0,0.08395,0.09888103651354535,State servant,Secondary / secondary special,Separated,House / apartment
91408,206152,Cash loans,F,32.0,0.58,3.0,N,Y,67500.0,138204.0,8478.0,99000.0,0.1256,0.06134410002604845,Working,Secondary / secondary special,Married,House / apartment
304064,452290,Cash loans,M,27.0,4.56,2.0,Y,Y,112500.0,263686.5,29880.0,238500.0,0.2656,0.11331638138471253,Working,Secondary / secondary special,Civil marriage,House / apartment
222463,357691,Cash loans,F,56.0,1000.67,2.0,N,Y,67500.0,360000.0,20664.0,360000.0,0.3061333333333333,0.0574,Pensioner,Higher education,Married,House / apartment
39822,146120,Cash loans,F,37.0,1.72,3.0,N,N,180000.0,808650.0,31464.0,675000.0,0.1748,0.03890929326655537,Working,Secondary / secondary special,Separated,House / apartment
107876,225154,Cash loans,F,48.0,1.72,2.0,N,Y,135000.0,592560.0,35937.0,450000.0,0.2662,0.06064702308626974,Working,Secondary / secondary special,Married,House / apartment
160128,285629,Cash loans,F,56.0,1000.67,2.0,N,Y,112500.0,297130.5,22342.5,256500.0,0.1986,0.07519423283708673,Pensioner,Secondary / secondary special,Civil marriage,House / apartment
156969,281935,Cash loans,M,48.0,1.59,2.0,N,Y,67500.0,343800.0,16155.0,225000.0,0.23933333333333334,0.04698952879581152,Working,Secondary / secondary special,Married,House / apartment
44843,151944,Cash loans,F,55.0,1000.67,1.0,N,Y,180000.0,808650.0,26217.0,675000.0,0.14565,0.032420701168614355,Pensioner,Secondary / secondary special,Single / not married,House / apartment
11047,112869,Cash loans,F,60.0,1000.67,2.0,N,N,153000.0,276277.5,20785.5,238500.0,0.1358529411764706,0.07523413958791432,Pensioner,Secondary / secondary special,Married,House / apartment
261363,402511,Cash loans,F,26.0,6.38,3.0,Y,Y,157500.0,746280.0,59094.0,675000.0,0.3752,0.07918475639170285,Commercial associate,Higher education,Married,House / apartment
266204,408372,Cash loans,M,37.0,1.63,4.0,Y,Y,270000.0,508495.5,24592.5,454500.0,0.09108333333333334,0.0483632598518571,Working,Secondary / secondary special,Married,House / apartment
297168,444286,Cash loans,M,28.0,1.32,3.0,Y,Y,112500.0,301464.0,23949.0,238500.0,0.21288,0.07944232147122045,Working,Secondary / secondary special,Married,House / apartment
30629,135550,Cash loans,F,33.0,1.5,4.0,Y,N,123750.0,675000.0,26284.5,675000.0,0.2124,0.03894,Commercial associate,Higher education,Married,House / apartment
188761,318843,Cash loans,F,37.0,1.86,1.0,N,Y,135000.0,299772.0,14710.5,247500.0,0.10896666666666667,0.04907229494415756,Commercial associate,Lower secondary,Single / not married,House / apartment
261225,402347,Cash loans,F,58.0,1000.67,2.0,Y,Y,112500.0,284400.0,9211.5,225000.0,0.08188,0.03238924050632912,Pensioner,Secondary / secondary special,Married,House / apartment
111300,229138,Cash loans,F,38.0,4.01,4.0,Y,Y,157500.0,1130760.0,33192.0,810000.0,0.21074285714285715,0.02935370900986947,Working,Secondary / secondary special,Married,House / apartment
44245,151251,Cash loans,F,53.0,5.72,2.0,N,N,180000.0,834048.0,44568.0,720000.0,0.2476,0.05343577348066298,Working,Secondary / secondary special,Married,House / apartment
11360,113230,Cash loans,F,25.0,4.37,2.0,N,N,112500.0,112500.0,8149.5,112500.0,0.07244,0.07244,Working,Secondary / secondary special,Married,Municipal apartment
304793,453131,Cash loans,M,51.0,6.25,1.0,N,Y,90000.0,521280.0,35392.5,450000.0,0.39325,0.0678953729281768,Commercial associate,Higher education,Single / not married,House / apartment
8606,110021,Cash loans,F,38.0,0.58,4.0,Y,Y,171000.0,688500.0,36810.0,688500.0,0.21526315789473685,0.0534640522875817,Commercial associate,Secondary / secondary special,Married,House / apartment
213575,347484,Cash loans,F,50.0,23.5,2.0,Y,Y,135000.0,714154.5,22806.0,616500.0,0.16893333333333332,0.031934266324723855,Commercial associate,Secondary / secondary special,Married,House / apartment
131934,253018,Revolving loans,F,32.0,3.84,3.0,N,N,90000.0,225000.0,11250.0,225000.0,0.125,0.05,Working,Secondary / secondary special,Married,House / apartment
47798,155360,Revolving loans,F,27.0,2.25,3.0,N,Y,90000.0,247500.0,12375.0,247500.0,0.1375,0.05,Working,Secondary / secondary special,Civil marriage,House / apartment
40892,147355,Cash loans,M,32.0,2.83,1.0,N,Y,225000.0,675000.0,32602.5,675000.0,0.1449,0.0483,Working,Secondary / secondary special,Single / not married,House / apartment
302915,450951,Revolving loans,F,47.0,23.88,3.0,Y,Y,67500.0,337500.0,16875.0,337500.0,0.25,0.05,Working,Secondary / secondary special,Married,House / apartment
114885,233215,Cash loans,F,66.0,1000.67,2.0,N,Y,126000.0,314100.0,13437.0,225000.0,0.10664285714285714,0.04277936962750716,Pensioner,Secondary / secondary special,Married,House / apartment
168698,295545,Cash loans,F,59.0,1000.67,2.0,N,Y,270000.0,1219500.0,40995.0,1219500.0,0.15183333333333332,0.033616236162361625,Pensioner,Higher education,Married,House / apartment
270714,413814,Cash loans,F,47.0,2.65,1.0,N,N,112500.0,337500.0,17145.0,337500.0,0.1524,0.0508,Commercial associate,Secondary / secondary special,Single / not married,House / apartment
172264,299627,Revolving loans,F,65.0,1000.67,2.0,Y,Y,180000.0,382500.0,19125.0,382500.0,0.10625,0.05,Pensioner,Secondary / secondary special,Married,House / apartment
238607,376371,Cash loans,F,35.0,9.33,3.0,Y,Y,112500.0,504000.0,23485.5,504000.0,0.20876,0.046598214285714284,Working,Higher education,Married,House / apartment
5046,105898,Cash loans,M,34.0,4.31,1.0,N,N,135000.0,225000.0,16303.5,225000.0,0.12076666666666666,0.07246,Working,Secondary / secondary special,Separated,With parents
293224,439702,Cash loans,M,42.0,6.96,3.0,N,Y,202500.0,1271929.5,50571.0,1170000.0,0.24973333333333333,0.03975927911098846,Commercial associate,Secondary / secondary special,Married,House / apartment
132399,253563,Revolving loans,F,40.0,0.3,3.0,N,N,45000.0,270000.0,13500.0,270000.0,0.3,0.05,Working,Secondary / secondary special,Married,House / apartment
238164,375814,Cash loans,M,31.0,9.65,2.0,N,N,135000.0,201024.0,10390.5,144000.0,0.07696666666666667,0.051687858166189114,Working,Secondary / secondary special,Separated,House / apartment
87577,201649,Cash loans,F,51.0,1.5,2.0,N,Y,157500.0,331834.5,18130.5,252000.0,0.11511428571428571,0.05463717606216352,Working,Secondary / secondary special,Married,House / apartment
12743,114855,Cash loans,F,44.0,2.5,2.0,N,Y,121500.0,544491.0,17694.0,454500.0,0.14562962962962964,0.03249640489925453,Working,Secondary / secondary special,Married,House / apartment
78869,191425,Cash loans,M,51.0,10.14,2.0,Y,N,153000.0,755190.0,38556.0,675000.0,0.252,0.05105470146585627,Working,Secondary / secondary special,Married,House / apartment
292598,438966,Cash loans,M,34.0,8.67,3.0,Y,Y,270000.0,835380.0,40320.0,675000.0,0.14933333333333335,0.048265460030165915,Working,Incomplete higher,Married,House / apartment
173224,300739,Cash loans,M,53.0,1.08,2.0,N,Y,225000.0,564124.5,36049.5,481500.0,0.16022,0.06390344684551016,Working,Secondary / secondary special,Married,House / apartment
243010,381306,Cash loans,F,40.0,7.11,3.0,N,Y,112500.0,474048.0,22936.5,360000.0,0.20388,0.048384340826245445,Working,Secondary / secondary special,Civil marriage,House / apartment
61996,171900,Cash loans,M,38.0,2.43,3.0,N,Y,112500.0,253737.0,18594.0,229500.0,0.16528,0.07328060156776504,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment
147123,270583,Cash loans,F,33.0,5.38,1.0,N,N,157500.0,134316.0,15939.0,126000.0,0.1012,0.11866791744840526,Working,Higher education,Single / not married,House / apartment
15212,117763,Cash loans,F,50.0,8.46,3.0,N,Y,157500.0,609187.5,29304.0,544500.0,0.18605714285714287,0.048103416435826406,Commercial associate,Secondary / secondary special,Married,Municipal apartment
277882,421939,Revolving loans,F,57.0,1000.67,1.0,N,N,135000.0,382500.0,19125.0,382500.0,0.14166666666666666,0.05,Pensioner,Secondary / secondary special,Single / not married,House / apartment
154461,279022,Revolving loans,F,30.0,4.56,3.0,N,N,180000.0,270000.0,13500.0,270000.0,0.075,0.05,Commercial associate,Secondary / secondary special,Married,House / apartment
39129,145315,Cash loans,M,32.0,4.75,1.0,Y,Y,292500.0,263686.5,28395.0,238500.0,0.09707692307692307,0.10768469375565302,Commercial associate,Higher education,Single / not married,House / apartment
145461,268667,Cash loans,F,54.0,2.37,1.0,N,Y,76500.0,47970.0,5089.5,45000.0,0.06652941176470588,0.10609756097560975,Working,Secondary / secondary special,Widow,House / apartment
